[TILES] {
    -1,-1: 49
    7,1: 157
    7,2: 135
    7,3: 135
    7,4: 114
    7,5: 80
    7,6: 156
    7,7: 135
    7,8: 114
}
[UNITS] {
    [Zeus] {
        team: 1
        x: -1
        y: 12
    }
    [Hero] {
        team: 1
        x: -2
        y: 11
    }
    [Hero] {
        team: 1
        x: 0
        y: 11
    }
    [Hoplite] {
        team: 1
        x: -3
        y: 10
    }
    [Hoplite] {
        team: 1
        x: 1
        y: 10
    }
    [Aphrodite] {
        team: 0
        x: -6
        y: -3
    }
    [Harpy] {
        team: 1
        x: -3
        y: 3
    }
    [Harpy] {
        team: 1
        x: 6
        y: 0
    }
    [Harpy] {
        team: 1
        x: 1
        y: 1
    }
    [Pirate] {
        team: 1
        x: 6
        y: -4
    }
    [Pirate] {
        team: 1
        x: 4
        y: -2
    }
    [Cherub] {
        team: 1
        x: 0
        y: 12
    }
    [Cherub] {
        team: 1
        x: -2
        y: 12
    }
    [Hoplite] {
        team: 1
        x: -7
        y: 2
    }
    [Hoplite] {
        team: 1
        x: -7
        y: 4
    }
    [Pirate] {
        team: 1
        x: 3
        y: 6
    }
    [Pirate] {
        team: 1
        x: 0
        y: 7
    }
}
